contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M06-CAN-0056,M06,calculation_snapshot,schema_version,calculation_snapshot.schema_version,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-I-00224,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable"
DC-M06-CAN-0057,M06,calculation_snapshot,status,calculation_snapshot.status,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable|superseded_by/status only; payload not edited|historical replay|superseded_by/status metadata; payload never updated",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable|superseded_by/status only; payload not edited|historical replay|superseded_by/status metadata; payload never updated",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-P-00290|SRC-DOC-M06-I-00224|SRC-DOC-M06-I-00233,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Lifecycle; Required content: superseded_by/status only; payload not edited; Invariant: historical replay|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Lifecycle; Required payload: superseded_by/status metadata; payload never updated; Invariant: historical replay"
DC-M06-CAN-0058,M06,calculation_snapshot,superseded_by,calculation_snapshot.superseded_by,,,,TRUE,,,M06,superseded_by/status only; payload not edited|historical replay|superseded_by/status metadata; payload never updated,,,superseded_by/status only; payload not edited|historical replay|superseded_by/status metadata; payload never updated,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00290|SRC-DOC-M06-I-00233,Block: Lifecycle; Required content: superseded_by/status only; payload not edited; Invariant: historical replay|Block: Lifecycle; Required payload: superseded_by/status metadata; payload never updated; Invariant: historical replay
DC-M06-CAN-0059,M06,calculation_snapshot,tenant_id,calculation_snapshot.tenant_id,,,,TRUE,,,M06,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,"schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at|immutable",,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§22 Calculation snapshot|§16 Calculation snapshot,SRC-DOC-M06-P-00281|SRC-DOC-M06-I-00224,"Block: Envelope; Required content: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable|Block: Envelope; Required payload: schema_version, calculation_snapshot_id, tenant_id, case_id, status, calculated_at; Invariant: immutable"
DC-M06-CAN-0060,M06,client_profile_snapshot,A_now,client_profile_snapshot.a_now,,,,,,,M06,client_profile_snapshot::metric(available_now_total); only usable monetary sources. Future/restricted/unavailable/additional collateral уже исключены M05.,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,CALC-F-001 — Требуемая сумма финансирования,SRC-DOC-M06-P-00127,Элемент: A_now; Contract: client_profile_snapshot::metric(available_now_total); only usable monetary sources. Future/restricted/unavailable/additional collateral уже исключены M05.
DC-M06-CAN-0061,M06,client_profile_snapshot,client_profile_snapshot_id/hash,client_profile_snapshot.client_profile_snapshot_id_hash,,,,TRUE,,,M06,Required and immutable; sole profile data source.|Required exact immutable M05 snapshot.,,Required exact immutable M05 snapshot.,Required and immutable; sole profile data source.|Required exact immutable M05 snapshot.,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00270|SRC-DOC-M06-I-00202,Field: client_profile_snapshot_id/hash; Contract: Required and immutable; sole profile data source.|Field: client_profile_snapshot_id/hash; Storage/validation: Required exact immutable M05 snapshot.
DC-M06-CAN-0062,M06,client_profile_snapshot,P,client_profile_snapshot.p,,target_price = client_profile_snapshot.purchase_goal.target_price_max; Money KZT; не valuation и не budget bank limit.|client_profile_snapshot.purchase_goal.target_price_max; Money KZT; no valuation semantics.,KZT,,,,M06,target_price = client_profile_snapshot.purchase_goal.target_price_max; Money KZT; не valuation и не budget bank limit.|client_profile_snapshot.purchase_goal.target_price_max; Money KZT; no valuation semantics.,target_price = client_profile_snapshot.purchase_goal.target_price_max; Money KZT; не valuation и не budget bank limit.,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,CALC-F-001 — Требуемая сумма финансирования|§7 CALC-F-001 — требуемое финансирование,SRC-DOC-M06-P-00126|SRC-DOC-M06-I-00088,Элемент: P; Contract: target_price = client_profile_snapshot.purchase_goal.target_price_max; Money KZT; не valuation и не budget bank limit.|Item: P; Implementation contract: client_profile_snapshot.purchase_goal.target_price_max; Money KZT; no valuation semantics.
DC-M06-CAN-0063,M06,client_profile_snapshot,required_financing.available_now_down_payment,client_profile_snapshot.required_financing.available_now_down_payment,,"Money Decimal(20,2), KZT",KZT,TRUE,,,M06,"client_profile_snapshot::metric(available_now_total) | Money Decimal(20,2), KZT | Да",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,Exact input bindings,SRC-DOC-M06-I-00061,"M06 input: required_financing.available_now_down_payment; Exact source: client_profile_snapshot::metric(available_now_total); Type/unit: Money Decimal(20,2), KZT; Required: Да"
DC-M06-CAN-0064,M06,client_profile_snapshot,required_financing.target_price,client_profile_snapshot.required_financing.target_price,,"Money Decimal(20,2), KZT",KZT,TRUE,,,M06,"client_profile_snapshot.purchase_goal.target_price_max | Money Decimal(20,2), KZT | Да",,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,Exact input bindings,SRC-DOC-M06-I-00060,"M06 input: required_financing.target_price; Exact source: client_profile_snapshot.purchase_goal.target_price_max; Type/unit: Money Decimal(20,2), KZT; Required: Да"
DC-M06-CAN-0065,M06,client_profile_snapshot,snapshot_id,client_profile_snapshot.snapshot_id,,,,TRUE,,,M06,Exact client_profile_snapshot_id supplied in run request.,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,M05 Metric Resolver,SRC-DOC-M06-I-00130,Field: snapshot_id; Required binding: Exact client_profile_snapshot_id supplied in run request.
DC-M06-CAN-0066,M06,credit_history_snapshot,count,credit_history_snapshot.count,,,,,,,M06,"Текущая просрочка, не historical max | UPSTREAM_M03 | Нет | credit_history_snapshot current metrics","Текущая просрочка, не historical max | UPSTREAM_M03 | Нет | credit_history_snapshot current metrics",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§5 Calculation Inventory,SRC-DOC-M06-P-00064,"Показатель: current DPD / count; Точный смысл: Текущая просрочка, не historical max; Owner: UPSTREAM_M03; В M06 1.0: Нет; Contract / why: credit_history_snapshot current metrics"
DC-M06-CAN-0067,M06,credit_history_snapshot,current DPD,credit_history_snapshot.current_dpd,,,,,,,M06,"Текущая просрочка, не historical max | UPSTREAM_M03 | Нет | credit_history_snapshot current metrics","Текущая просрочка, не historical max | UPSTREAM_M03 | Нет | credit_history_snapshot current metrics",,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§5 Calculation Inventory,SRC-DOC-M06-P-00064,"Показатель: current DPD / count; Точный смысл: Текущая просрочка, не historical max; Owner: UPSTREAM_M03; В M06 1.0: Нет; Contract / why: credit_history_snapshot current metrics"
DC-M06-CAN-0068,M06,credit_history_snapshot,selected_upstream_refs,credit_history_snapshot.selected_upstream_refs,,,,,,,M06,M02 iin_check_batch_id + M03 credit_history_snapshot_id/hash + M04 pension_snapshot_id/hash as carried by M05.,,,,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§21 Calculation run,SRC-DOC-M06-P-00271,Field: selected_upstream_refs; Contract: M02 iin_check_batch_id + M03 credit_history_snapshot_id/hash + M04 pension_snapshot_id/hash as carried by M05.
DC-M06-CAN-0069,M06,credit_history_snapshot,обязательства,credit_history_snapshot.обязательства,,,,TRUE,,,M06,Сумма source-reported payments; не regulatory payment | UPSTREAM_M03 | Нет | credit_history_snapshot.total_reported_payment_by_currency,Сумма source-reported payments; не regulatory payment | UPSTREAM_M03 | Нет | credit_history_snapshot.total_reported_payment_by_currency,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§5 Calculation Inventory,SRC-DOC-M06-P-00063,Показатель: Текущие платежи / обязательства; Точный смысл: Сумма source-reported payments; не regulatory payment; Owner: UPSTREAM_M03; В M06 1.0: Нет; Contract / why: credit_history_snapshot.total_reported_payment_by_currency
DC-M06-CAN-0070,M06,credit_history_snapshot,Текущие платежи,credit_history_snapshot.текущие_платежи,,,,TRUE,,,M06,Сумма source-reported payments; не regulatory payment | UPSTREAM_M03 | Нет | credit_history_snapshot.total_reported_payment_by_currency,Сумма source-reported payments; не regulatory payment | UPSTREAM_M03 | Нет | credit_history_snapshot.total_reported_payment_by_currency,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§5 Calculation Inventory,SRC-DOC-M06-P-00063,Показатель: Текущие платежи / обязательства; Точный смысл: Сумма source-reported payments; не regulatory payment; Owner: UPSTREAM_M03; В M06 1.0: Нет; Contract / why: credit_history_snapshot.total_reported_payment_by_currency
DC-M06-CAN-0071,M06,credit_history_snapshot,Текущий остаток долга,credit_history_snapshot.текущий_остаток_долга,,,,,,,M06,Source-backed aggregate по active obligations | UPSTREAM_M03 | Нет | credit_history_snapshot.total_outstanding_by_currency,,,,TRUE,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4,§5 Calculation Inventory,SRC-DOC-M06-P-00062,Показатель: Текущий остаток долга; Точный смысл: Source-backed aggregate по active obligations; Owner: UPSTREAM_M03; В M06 1.0: Нет; Contract / why: credit_history_snapshot.total_outstanding_by_currency
DC-M06-CAN-0072,M06,formula_registry,effective context,formula_registry.effective_context,,,,,,,M06,23.08.2026 → open | 23.08.2026 → open | current context from 18.08.2026,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00074,Field: effective context; CALC-F-001: 23.08.2026 → open; CALC-F-002: 23.08.2026 → open; REG-F-001: current context from 18.08.2026
DC-M06-CAN-0073,M06,formula_registry,execution,formula_registry.execution,,,,TRUE,TRUE,,M06,enabled | enabled | value=null; REGULATORY_INPUT_REQUIRED,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00076,Field: execution; CALC-F-001: enabled; CALC-F-002: enabled; REG-F-001: value=null; REGULATORY_INPUT_REQUIRED
DC-M06-CAN-0074,M06,formula_registry,expression,formula_registry.expression,,,,,,,M06,"F=max(P−A_now,0) | approved annuity branches | KDN=(Σ(PNZ_i+PP_i)+PZ)/D",,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00075,"Field: expression; CALC-F-001: F=max(P−A_now,0); CALC-F-002: approved annuity branches; REG-F-001: KDN=(Σ(PNZ_i+PP_i)+PZ)/D"
DC-M06-CAN-0075,M06,formula_registry,formula_id,formula_registry.formula_id,,,,,,,M06,CALC-F-001 | CALC-F-002 | REG-F-001,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00069,Field: formula_id; CALC-F-001: CALC-F-001; CALC-F-002: CALC-F-002; REG-F-001: REG-F-001
DC-M06-CAN-0076,M06,formula_registry,formula_registry_version,formula_registry.formula_registry_version,,,,,,,M06,Frozen registry release for the run.|Frozen registry release used by run.,,Frozen registry release used by run.,Frozen registry release for the run.|Frozen registry release used by run.,,,M06_CASA_Pro_Calculation_Engine_Production_Spec_v1.4|M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§21 Calculation run|§15 Calculation run,SRC-DOC-M06-P-00274|SRC-DOC-M06-I-00206,Field: formula_registry_version; Contract: Frozen registry release for the run.|Field: formula_registry_version; Storage/validation: Frozen registry release used by run.
DC-M06-CAN-0077,M06,formula_registry,formula_version,formula_registry.formula_version,,,,,,,M06,1.0.0 | 1.0.0 | 2025-52/2026-92,,,1.0.0 | 1.0.0 | 2025-52/2026-92,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00071,Field: formula_version; CALC-F-001: 1.0.0; CALC-F-002: 1.0.0; REG-F-001: 2025-52/2026-92
DC-M06-CAN-0078,M06,formula_registry,machine_name,formula_registry.machine_name,,,,TRUE,,,M06,casa.required_financing | casa.annuity_payment_by_parameters | reg.kz.kdn.bank,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00070,Field: machine_name; CALC-F-001: casa.required_financing; CALC-F-002: casa.annuity_payment_by_parameters; REG-F-001: reg.kz.kdn.bank
DC-M06-CAN-0079,M06,formula_registry,origin,formula_registry.origin,,,,,,,M06,CASA_NEUTRAL / M06 | CASA_NEUTRAL / M06 | REGULATORY_KZ / NBRK-Bank,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00072,Field: origin / owner; CALC-F-001: CASA_NEUTRAL / M06; CALC-F-002: CASA_NEUTRAL / M06; REG-F-001: REGULATORY_KZ / NBRK-Bank
DC-M06-CAN-0080,M06,formula_registry,owner,formula_registry.owner,,,,,,,M06,CASA_NEUTRAL / M06 | CASA_NEUTRAL / M06 | REGULATORY_KZ / NBRK-Bank,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00072,Field: origin / owner; CALC-F-001: CASA_NEUTRAL / M06; CALC-F-002: CASA_NEUTRAL / M06; REG-F-001: REGULATORY_KZ / NBRK-Bank
DC-M06-CAN-0081,M06,formula_registry,release,formula_registry.release,,,,,,,M06,1.0 / APPROVED | 1.0 / APPROVED | not executable 1.0 / DISABLED,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00073,Field: release / status; CALC-F-001: 1.0 / APPROVED; CALC-F-002: 1.0 / APPROVED; REG-F-001: not executable 1.0 / DISABLED
DC-M06-CAN-0082,M06,formula_registry,status,formula_registry.status,,,,,,,M06,1.0 / APPROVED | 1.0 / APPROVED | not executable 1.0 / DISABLED,,,,,,M06_CASA_Pro_Calculation_Engine_Implementation_and_Acceptance_v1.1,§6 Formula Registry implementation,SRC-DOC-M06-I-00073,Field: release / status; CALC-F-001: 1.0 / APPROVED; CALC-F-002: 1.0 / APPROVED; REG-F-001: not executable 1.0 / DISABLED
